Run #, RV_column1, RV_column2, RV_column3, RV_column4, RV_column5, RV_column6, eta1, kappa_k, kappa, sig, lam, mup, sigp, rsmax, n, alpha, alpha1, alpha2, betam1, gamma, eta1.median, kappa_k.median, kappa.median, sig.median, lam.median, mup.median, sigp.median, rsmax.median, n.median, alpha.median, alpha1.median, alpha2.median, betam1.median, gamma.median, eta1.q5, kappa_k.q5, kappa.q5, sig.q5, lam.q5, mup.q5, sigp.q5, rsmax.q5, n.q5, alpha.q5, alpha1.q5, alpha2.q5, betam1.q5, gamma.q5, eta1.q95, kappa_k.q95, kappa.q95, sig.q95, lam.q95, mup.q95, sigp.q95, rsmax.q95, n.q95, alpha.q95, alpha1.q95, alpha2.q95, betam1.q95, gamma.q95, eta1.var, kappa_k.var, kappa.var, sig.var, lam.var, mup.var, sigp.var, rsmax.var, n.var, alpha.var, alpha1.var, alpha2.var, betam1.var, gamma.var, eta1.q5_w_mnoise, kappa_k.q5_w_mnoise, kappa.q5_w_mnoise, sig.q5_w_mnoise, lam.q5_w_mnoise, mup.q5_w_mnoise, sigp.q5_w_mnoise, rsmax.q5_w_mnoise, n.q5_w_mnoise, alpha.q5_w_mnoise, alpha1.q5_w_mnoise, alpha2.q5_w_mnoise, betam1.q5_w_mnoise, gamma.q5_w_mnoise, eta1.q95_w_mnoise, kappa_k.q95_w_mnoise, kappa.q95_w_mnoise, sig.q95_w_mnoise, lam.q95_w_mnoise, mup.q95_w_mnoise, sigp.q95_w_mnoise, rsmax.q95_w_mnoise, n.q95_w_mnoise, alpha.q95_w_mnoise, alpha1.q95_w_mnoise, alpha2.q95_w_mnoise, betam1.q95_w_mnoise, gamma.q95_w_mnoise, eta1.var_w_mnoise, kappa_k.var_w_mnoise, kappa.var_w_mnoise, sig.var_w_mnoise, lam.var_w_mnoise, mup.var_w_mnoise, sigp.var_w_mnoise, rsmax.var_w_mnoise, n.var_w_mnoise, alpha.var_w_mnoise, alpha1.var_w_mnoise, alpha2.var_w_mnoise, betam1.var_w_mnoise, gamma.var_w_mnoise
45, 6.58, 0.21123, 0.10875, 0.31341, 1.1111, 0.17053, 1.9116, 0.51192, 0.91673, 0.21564, 0.91394, 0.26448, 0.67739, 0.55773, 1.6624, 0.01218, 0.97419, 1.6498, 0.00098, 0.94818, 1.418, 0.72515, 0.98267, 0.52378, 0.53795, 3.5884, 2.8868, 0.69663, 1.8269, 0.012779, 2.9156, 0.86758, 0.0061542, 0.73399, 1.4179, 0.25089, 0.96643, 0.52376, 0.53785, 3.5879, 2.8861, 0.6965, 0.067493, 0.0080461, 2.5145, 0.67262, 0.0023913, 0.59265, 1.418, 1.1994, 0.99892, 0.52381, 0.53805, 3.5889, 2.8875, 0.69675, 3.5863, 0.017512, 3.3166, 1.0625, 0.0099171, 0.87534, 9.718e-10, 0.083133, 9.7562e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.1441, 8.2805e-06, 0.059446, 0.014049, 5.2335e-06, 0.0073845, 0.75092, 0.23371, 0.95111, 0.22253, 0.25592, -0.39665, -0.9588, 0.41175, -0.94232, 0.0022887, 1.6226, 0.0071829, 0.00045187, 0.39797, 2.085, 1.2166, 1.0142, 0.82503, 0.81998, 7.5734, 6.7324, 0.9815, 4.5961, 0.02327, 4.2085, 1.728, 0.011857, 1.07, 0.16446, 0.089267, 0.00036832, 0.033543, 0.0294, 5.8696, 5.4661, 0.029995, 2.8344, 4.0676e-05, 0.61788, 0.27362, 1.2018e-05, 0.041734
46, 1.6364, 0.4608, 0.03264, 0, 2.0833, 1.6171, 1.8432, 1.2654, 0.95472, 0.26407, 0.568, 2.127, 1.1376, 0.71225, 4.5852, 0.00165, 8.0097, 0.51749, 0.00044, 0.15135, 1.3963, 0.24167, 0.95454, 0.27376, 0.52701, 2.0783, 1.7885, 0.59716, 4.3204, 0.01041, 4.8472, 0.66878, 0.00089555, 0.31017, 1.3962, 0.066954, 0.93655, 0.27373, 0.52691, 2.0778, 1.7878, 0.59703, 2.5046, 0.0047504, 4.2356, 0.4672, -0.003813, 0.16147, 1.3963, 0.41639, 0.97252, 0.27378, 0.52712, 2.0788, 1.7891, 0.59728, 6.1362, 0.01607, 5.4588, 0.87035, 0.0056041, 0.45888, 9.718e-10, 0.011283, 0.00011957, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.2187, 1.184e-05, 0.13826, 0.015018, 8.1944e-06, 0.008173, 0.9208, -0.022178, 0.90348, -0.027491, 0.24498, -1.9065, -2.237, 0.22031, 1.5561, -0.0005306, 0.22794, -0.083836, -0.0092087, 0.065383, 1.8717, 0.50552, 1.0056, 0.57501, 0.80905, 6.0631, 5.8139, 0.974, 7.0846, 0.021351, 9.4664, 1.4214, 0.011, 0.55496, 0.083556, 0.025731, 0.00096359, 0.033543, 0.0294, 5.8689, 5.9893, 0.05249, 2.8242, 4.4243e-05, 7.8865, 0.20936, 3.7736e-05, 0.022148
47, 4.6981, 0.13859, 0.04387, 0.1029, 0.84667, 0.28552, 1.5197, 0.15229, 0.95673, 0.23166, 0.55599, 7.8029, 9.1336, 0.4134, 5.7449, 0.00433, 0.44823, 0.04724, 0.00584, 0.70445, 1.3265, 0.45406, 0.99112, 0.45859, 0.55339, 4.3928, 4.9358, 0.63844, 2.6288, 0.0072613, 3.5156, 0.75576, 0.0026171, 0.51072, 1.3265, 0.35385, 0.97622, 0.45856, 0.55329, 4.3923, 4.9352, 0.63831, 1.836, 0.004887, 2.9979, 0.58445, 0.0012724, 0.40424, 1.3266, 0.55427, 1.006, 0.45862, 0.5535, 4.3933, 4.9365, 0.63856, 3.4217, 0.0096357, 4.0333, 0.92708, 0.0039619, 0.61721, 9.718e-10, 0.0037117, 8.2013e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.23234, 2.0837e-06, 0.099069, 0.010848, 6.684e-07, 0.0041911, 0.568, 0.26944, 0.91716, 0.15734, 0.34106, 1.5777, 1.7381, 0.35874, 1.4037, 0.0010791, -2.0006, -0.046163, -7.694e-05, 0.12692, 2.085, 0.63868, 1.0651, 0.75984, 0.76572, 7.2079, 8.1336, 0.91813, 3.854, 0.013444, 9.0317, 1.5577, 0.0053112, 0.89452, 0.21265, 0.012598, 0.0020218, 0.033543, 0.016663, 2.9291, 3.7795, 0.028915, 0.55479, 1.4127e-05, 11.247, 0.23769, 2.6826e-06, 0.054445
48, 3.9167, 0.12346, 0.06224, 0.19997, 1.3229, 0.41009, 1.2171, 0.96932, 0.95025, 0.44307, 0.41458, 0.59066, 9.3324, 0.1356, 2.6843, 0.00145, 0.71322, 1.7482, 0.00182, 0.89499, 1.3186, 1.0598, 1.0024, 0.49535, 0.50545, 4.1558, 4.7328, 0.65689, 2.8425, 0.0026165, 3.0356, 0.74294, 0.002461, 0.43309, 1.3185, 0.89722, 0.99076, 0.49532, 0.50534, 4.1553, 4.7321, 0.65676, 1.4058, 0.00055567, 2.6364, 0.56777, 0.00073954, 0.31341, 1.3187, 1.2224, 1.0139, 0.49537, 0.50555, 4.1563, 4.7335, 0.65701, 4.2792, 0.0046772, 3.4347, 0.91811, 0.0041824, 0.55276, 9.718e-10, 0.009771, 4.97e-05, 2.5427e-10, 3.9943e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.76295, 1.5697e-06, 0.058888, 0.011341, 1.0953e-06, 0.0052934, 0.40874, 0.78976, 0.96723, 0.1941, 0.22203, 0.26861, 1.3813, 0.41913, 0.36106, -0.0047585, 0.66351, -0.15598, -0.0010236, 0.10295, 2.2285, 1.3299, 1.0375, 0.7966, 0.78887, 8.043, 8.0843, 0.89464, 5.324, 0.0099914, 5.4076, 1.6419, 0.0059455, 0.76322, 0.30598, 0.026954, 0.00045606, 0.033543, 0.02969, 5.5849, 4.1517, 0.020893, 2.2759, 2.0103e-05, 2.0797, 0.29866, 4.4878e-06, 0.040283
49, 1.4992, 0.16021, 0.00999, 0.05737, 3.3073, 1.0078, 1.544, 0.15795, 0.91837, 0.38532, 0.32159, 2.9302, 9.3408, 0.09609, 1.6115, 0.01574, 0.76526, 0.62486, 0.00433, 0.6811, 1.3782, 0.72331, 0.99478, 0.36745, 0.48783, 3.6579, 5.3472, 0.63474, 3.6786, 0.0081501, 4.4517, 0.77862, 0.0021739, 0.25573, 1.3781, 0.21597, 0.97472, 0.36742, 0.48773, 3.6574, 5.3465, 0.63461, 1.7153, -0.00063412, 3.828, 0.57356, -0.0033505, 0.10665, 1.3782, 1.2306, 1.0148, 0.36747, 0.48794, 3.6583, 5.3479, 0.63486, 5.6419, 0.016934, 5.0755, 0.98368, 0.0076983, 0.40481, 9.718e-10, 0.095135, 0.00014871, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.4247, 2.852e-05, 0.1438, 0.015542, 1.128e-05, 0.0082143, 0.76348, 0.18498, 0.94239, 0.066197, 0.20591, -0.31745, 1.277, 0.30089, 0.88073, -0.00476, -1.482, -0.15923, -0.00753, 0.073187, 1.9929, 1.2616, 1.0472, 0.6687, 0.76976, 7.6332, 9.4174, 0.96858, 6.4765, 0.02106, 10.385, 1.7165, 0.011878, 0.43828, 0.13967, 0.10711, 0.0010144, 0.033543, 0.029377, 5.841, 6.1232, 0.041194, 2.8934, 6.1603e-05, 13.013, 0.3251, 3.4805e-05, 0.012316
50, 7.5, 0.72522, 0.11557, 0.2412, 0.99099, 0.28911, 1.6906, 0.11377, 0.91171, 0.56757, 0.87532, 2.626, 0.69747, 0.846, 1.0095, 0.03698, 2.4322, 1.7106, 0.01495, 0.5342, 1.5509, 0.35635, 0.93086, 0.29138, 0.68448, 2.8871, 1.1047, 0.69575, 1.7129, 0.037851, 6.4249, 0.56937, 0.011424, 0.55829, 1.5508, -0.1618, 0.91289, 0.29135, 0.68438, 2.8866, 1.104, 0.69562, -0.23418, 0.0268, 5.9365, 0.3643, 0.0057893, 0.41423, 1.5509, 0.87449, 0.94883, 0.2914, 0.68459, 2.8876, 1.1054, 0.69587, 3.6599, 0.048901, 6.9133, 0.77444, 0.017059, 0.70235, 9.718e-10, 0.099232, 0.00011935, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.4012, 4.5136e-05, 0.088162, 0.015544, 1.1735e-05, 0.0076707, 1.0054, -0.19485, 0.87981, -0.0098723, 0.40245, -1.098, -2.9503, 0.43753, -1.1792, 0.023367, 4.4449, -0.34276, 0.0043169, 0.30894, 2.0963, 0.90754, 0.98192, 0.59263, 0.96652, 6.8721, 5.1597, 0.95396, 4.605, 0.052335, 8.4049, 1.4815, 0.018531, 0.80765, 0.10998, 0.1123, 0.00096348, 0.033543, 0.0294, 5.8697, 6.0776, 0.024644, 3.0915, 7.7538e-05, 1.449, 0.30751, 1.8669e-05, 0.022982
51, 4.4984, 0.33805, 0.06971, 0.10139, 0.79167, 0.36058, 1.5591, 0.15305, 1.0104, 0.38798, 0.59309, 2.7185, 2.0832, 0.85696, 4.0661, 0.01224, 3.4219, 0.8496, 0.00549, 0.59184, 1.3701, 0.49933, 0.97528, 0.38422, 0.58227, 4.08, 3.9957, 0.66244, 2.0447, 0.017461, 4.51, 0.61791, 0.0032763, 0.46407, 1.3701, 0.18855, 0.96049, 0.38419, 0.58216, 4.0795, 3.995, 0.66231, 0.87383, 0.014703, 3.9968, 0.45017, 0.00077789, 0.36367, 1.3702, 0.81011, 0.99006, 0.38424, 0.58237, 4.0804, 3.9963, 0.66256, 3.2155, 0.02022, 5.0233, 0.78564, 0.0057748, 0.56446, 9.718e-10, 0.035698, 8.0803e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.50669, 2.8125e-06, 0.097365, 0.010399, 2.3072e-06, 0.0037254, 1.312, -0.2402, 0.87046, 0.082969, 0.33853, 1.3606, -1.8859, 0.35637, -1.3567, 0.013048, -0.92918, -0.077108, -0.00013034, 0.16633, 1.4282, 1.2389, 1.0801, 0.68547, 0.826, 6.7993, 9.8772, 0.96851, 5.4461, 0.021874, 9.9492, 1.3129, 0.006683, 0.7618, 0.0012477, 0.20214, 0.0040613, 0.033543, 0.021958, 2.7333, 12.786, 0.034624, 4.2762, 7.198e-06, 10.935, 0.17854, 4.2895e-06, 0.032765
52, 2.25, 0.30385, 0.0606, 0.15791, 2.0159, 0.83622, 0.5934, 1.0016, 1.0112, 0.20958, 0.2122, 8.0944, 3.5465, 0.1622, 3.1359, 0.01181, 8.9133, 0.58087, 0.00969, 0.80722, 1.3517, 0.68398, 0.99301, 0.39061, 0.50677, 3.5742, 4.1046, 0.65681, 5.1122, 0.0064844, 4.4202, 0.77107, 0.0026522, 0.34622, 1.3516, 0.33074, 0.978, 0.39058, 0.50667, 3.5737, 4.104, 0.65669, 3.704, 0.0028694, 3.9401, 0.58675, -0.00034093, 0.20927, 1.3517, 1.0372, 1.008, 0.39063, 0.50688, 3.5747, 4.1053, 0.65694, 6.5204, 0.010099, 4.9004, 0.95538, 0.0056453, 0.48318, 9.718e-10, 0.046121, 8.3188e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.73299, 4.8301e-06, 0.08521, 0.012556, 3.3112e-06, 0.0069325, 0.73866, 0.22883, 0.952, 0.089359, 0.21021, 0.013888, 0.47, 0.16751, 3.1214, -0.0065021, 0.98949, 0.10363, -0.010096, 0.1899, 1.9647, 1.1391, 1.034, 0.69186, 0.80333, 7.1346, 7.7393, 1.1461, 7.103, 0.019471, 7.851, 1.4385, 0.015401, 0.50255, 0.13889, 0.07657, 0.0006214, 0.033543, 0.032507, 4.6852, 4.8828, 0.088492, 1.4649, 6.2335e-05, 4.3503, 0.16465, 6.0069e-05, 0.0090326
53, 2, 0.09264, 0.0219, 0.34991, 1.8182, 0.97622, 1.0761, 1.0065, 1.0305, 0.55382, 0.40071, 3.6937, 7.0295, 0.78925, 3.4176, 0.00028, 3.5441, 1.6337, 0.0172, 0.39036, 1.2123, 0.77359, 0.99525, 0.5482, 0.44195, 3.5318, 4.8958, 0.57963, 2.8183, 0.0018045, 2.6628, 0.85054, 0.0044463, 0.48774, 1.2123, 0.37276, 0.98071, 0.54818, 0.44185, 3.5314, 4.8952, 0.57951, 1.0111, -0.0036061, 2.2232, 0.66585, 0.00048424, 0.3782, 1.2124, 1.1744, 1.0098, 0.54823, 0.44206, 3.5323, 4.8965, 0.57975, 4.6255, 0.007215, 3.1024, 1.0352, 0.0084084, 0.59729, 9.718e-10, 0.059384, 7.8116e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.2071, 1.082e-05, 0.071419, 0.012606, 5.8021e-06, 0.0044356, 0.4361, 0.32623, 0.95453, 0.24695, 0.15865, -0.43358, -1.1002, 0.077033, 0.47574, -0.0093594, 0.77112, -0.08162, -0.0090582, 0.35202, 1.9885, 1.2209, 1.036, 0.84945, 0.72525, 7.4973, 10.892, 1.0822, 5.1609, 0.012968, 4.5545, 1.7827, 0.017951, 0.62346, 0.2227, 0.07397, 0.0006126, 0.033543, 0.029664, 5.812, 13.288, 0.093365, 2.0284, 4.6065e-05, 1.3227, 0.32116, 6.7406e-05, 0.0068083
54, 2.8571, 0.37557, 0.09667, 0.13131, 1.6927, 0.62603, 1.7602, 1.0134, 0.96156, 0.3921, 0.6969, 1.0876, 7.9887, 0.90855, 1.6088, 0.00501, 2.3808, 0.03202, 0.00272, 0.38137, 1.3969, 0.98309, 0.99233, 0.36591, 0.52811, 3.7011, 3.5829, 0.70346, 2.6863, 0.0051796, 4.7193, 0.72895, 0.0019144, 0.33153, 1.3969, 0.74684, 0.97995, 0.36588, 0.528, 3.7006, 3.5823, 0.70333, 1.4696, 0.0023171, 4.2324, 0.55905, -0.00016709, 0.24103, 1.397, 1.2193, 1.0047, 0.36594, 0.52821, 3.7015, 3.5836, 0.70358, 3.903, 0.008042, 5.2062, 0.89886, 0.0039959, 0.42202, 9.718e-10, 0.020629, 5.6708e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.54714, 3.0285e-06, 0.087616, 0.010669, 1.6014e-06, 0.0030269, 1.1095, 0.58897, 0.94847, 0.064661, 0.18739, -0.5515, -0.53489, 0.3539, -0.22777, -0.0045544, 0.32987, -0.38707, -0.0036553, 0.16227, 1.6844, 1.3772, 1.0362, 0.66716, 0.86882, 7.9536, 7.7008, 1.053, 5.6003, 0.014914, 9.1087, 1.845, 0.007484, 0.50079, 0.030543, 0.057412, 0.00071106, 0.033543, 0.042906, 6.6842, 6.2673, 0.045163, 3.1386, 3.5021e-05, 7.1213, 0.46035, 1.1466e-05, 0.010589
55, 3.5, 0.38998, 0.10164, 0.15567, 1.3757, 0.52977, 1.9293, 1.0481, 0.97239, 0.39181, 0.66177, 2.4781, 4.1357, 0.92023, 5.2729, 0.00106, 4.969, 0.57088, 0.0001, 0.18809, 1.3966, 1.0191, 0.98256, 0.37831, 0.54199, 3.7167, 3.3788, 0.7018, 2.4046, 0.0047974, 4.5529, 0.66245, 0.0023624, 0.24114, 1.3965, 0.89868, 0.9698, 0.37828, 0.54189, 3.7162, 3.3782, 0.70168, 1.3851, 0.0024938, 4.1016, 0.49107, 0.00091181, 0.15362, 1.3966, 1.1395, 0.99533, 0.37834, 0.5421, 3.7172, 3.3795, 0.70192, 3.424, 0.0071011, 5.0043, 0.83383, 0.0038131, 0.32865, 9.718e-10, 0.0053598, 6.0209e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.38414, 1.9615e-06, 0.0753, 0.010856, 7.7778e-07, 0.0028308, 1.2246, 0.75399, 0.93286, 0.077059, 0.23222, -0.36021, -0.99621, 0.47349, -0.082046, -0.0037442, 1.0616, -0.45665, -0.0014158, 0.040567, 1.5686, 1.2842, 1.0323, 0.67956, 0.85177, 7.7936, 7.7539, 0.93011, 4.8912, 0.013339, 8.0443, 1.7816, 0.0061406, 0.44171, 0.010935, 0.025979, 0.00091312, 0.033543, 0.035468, 6.1434, 7.0748, 0.019266, 2.2854, 2.6967e-05, 4.5053, 0.4629, 5.2761e-06, 0.014869
56, 2.8571, 0.39611, 0.08082, 0.14075, 1.25, 0.73476, 1.6554, 0.99809, 0.96465, 0.35166, 0.13754, 3.142, 6.68, 0.85225, 1.324, 0.00221, 4.4973, 0.29389, 0.00092, 0.24823, 1.3564, 0.79797, 0.9785, 0.37018, 0.53755, 3.5598, 3.4089, 0.66614, 2.4559, 0.0069553, 4.6244, 0.70131, 0.0033431, 0.28026, 1.3563, 0.47288, 0.9657, 0.37016, 0.53745, 3.5593, 3.4082, 0.66601, 0.95171, 0.0042658, 4.1562, 0.53391, 0.0014044, 0.16217, 1.3564, 1.1231, 0.99131, 0.37021, 0.53766, 3.5603, 3.4096, 0.66626, 3.9601, 0.0096449, 5.0926, 0.86871, 0.0052818, 0.39836, 9.718e-10, 0.039064, 6.0626e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.83627, 2.6736e-06, 0.081023, 0.010358, 1.3892e-06, 0.0051545, 1.2061, 0.38557, 0.91995, 0.068932, 0.23857, -0.49238, -1.0534, 0.46894, -0.48166, -0.003781, 0.60916, -0.1867, -0.0022168, 0.14327, 1.5066, 1.2104, 1.0371, 0.67143, 0.83653, 7.6119, 7.8712, 0.86334, 5.3934, 0.017692, 8.6396, 1.5893, 0.008903, 0.41726, 0.0083447, 0.062861, 0.0012671, 0.033543, 0.033039, 6.069, 7.3597, 0.014373, 3.1895, 4.2605e-05, 5.9589, 0.29146, 1.1426e-05, 0.006937
57, 2, 0.23842, 0.10557, 0.19966, 0.91398, 0.62467, 1.9702, 1.0065, 0.97703, 0.61963, 0.75941, 5.7787, 1.3831, 0.81228, 2.6857, 0.0061, 0.88884, 0.24846, 0.00158, 0.27328, 1.2803, 0.98128, 0.97809, 0.46861, 0.46854, 3.9901, 3.9781, 0.69106, 3.6621, 0.010363, 2.9696, 0.9188, 0.0033735, 0.39618, 1.2803, 0.77377, 0.96511, 0.46858, 0.46844, 3.9896, 3.9775, 0.69093, 2.1321, 0.0065548, 2.5563, 0.73836, -4.44e-06, 0.27878, 1.2804, 1.1888, 0.99107, 0.46864, 0.46865, 3.9906, 3.9788, 0.69118, 5.1921, 0.014171, 3.3828, 1.0992, 0.0067514, 0.51358, 9.718e-10, 0.015915, 6.2272e-05, 2.5427e-10, 3.9943e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.86523, 5.3597e-06, 0.063115, 0.012035, 4.2174e-06, 0.0050943, 0.90288, 0.70922, 0.93329, 0.16736, 0.29177, 0.26773, -0.23254, 0.44081, 1.6499, -0.012182, 0.55921, 0.090099, -0.010786, 0.10903, 1.6577, 1.2533, 1.0229, 0.76986, 0.64532, 7.7125, 8.1888, 0.9413, 5.6742, 0.032908, 5.3799, 1.7475, 0.017533, 0.68333, 0.05265, 0.027356, 0.00074173, 0.033543, 0.01155, 5.1214, 6.5532, 0.023146, 1.4964, 0.00018787, 2.1474, 0.25383, 7.4107e-05, 0.030477
58, 2.25, 0.34455, 0.13744, 0.0892, 1.0079, 0.51293, 1.7093, 0.99388, 1.0294, 0.3429, 0.21978, 6.3049, 9.0808, 0.62456, 2.3564, 0.00345, 5.0429, 0.10282, 0.00146, 0.15637, 1.3683, 1.0927, 0.98553, 0.38737, 0.49893, 4.0069, 3.3741, 0.74767, 2.8595, 0.007536, 3.7952, 0.90346, 0.0030385, 0.32776, 1.3682, 0.75226, 0.97074, 0.38735, 0.49882, 4.0065, 3.3734, 0.74755, 1.2659, 0.0038707, 3.2653, 0.72272, 0.00027674, 0.20297, 1.3683, 1.4331, 1.0003, 0.3874, 0.49903, 4.0074, 3.3748, 0.74779, 4.4532, 0.011201, 4.3252, 1.0842, 0.0058003, 0.45254, 9.718e-10, 0.042833, 8.0843e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.9387, 4.9655e-06, 0.10379, 0.012075, 2.8192e-06, 0.0057553, 1.2889, 0.33263, 0.89798, 0.086125, 0.30922, 0.49429, -1.9653, 0.52444, 0.66251, -0.0095977, -1.6536, 0.023123, -0.0096315, -0.06677, 1.4476, 1.8527, 1.0731, 0.68862, 0.68863, 7.5196, 8.7135, 0.9709, 5.0566, 0.02467, 9.2441, 1.7838, 0.015709, 0.72228, 0.0023279, 0.21351, 0.0028331, 0.033543, 0.013302, 4.5606, 10.537, 0.018418, 1.7841, 0.00010851, 10.974, 0.28645, 5.9334e-05, 0.05753
59, 6, 0.29326, 0.04107, 0.14819, 1, 0.38358, 1.8694, 0.12331, 1.0609, 0.67887, 0.69737, 1.8664, 0.57017, 0.8405, 1.8633, 0.01159, 7.2505, 0.58287, 0.00625, 0.38735, 1.3952, 0.35109, 0.97416, 0.41315, 0.60253, 3.7016, 3.6918, 0.62206, 2.1886, 0.02114, 4.3977, 0.74431, 0.0068209, 0.49015, 1.3951, 0.013464, 0.95723, 0.41313, 0.60243, 3.7011, 3.6911, 0.62194, 0.88263, 0.017542, 3.9127, 0.54837, 0.004055, 0.35036, 1.3952, 0.68872, 0.99108, 0.41318, 0.60263, 3.7021, 3.6925, 0.62219, 3.4945, 0.024737, 4.8828, 0.94025, 0.0095868, 0.62993, 9.718e-10, 0.042133, 0.00010586, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.63037, 4.7827e-06, 0.086964, 0.01419, 2.8276e-06, 0.0072222, 1.263, -0.11319, 0.90576, 0.1119, 0.3205, -0.28314, -1.2054, 0.40224, -0.3169, 0.011166, 0.64652, -0.14062, 0.0018743, 0.25929, 1.5273, 0.81537, 1.0426, 0.7144, 0.88456, 7.6864, 8.589, 0.84189, 4.6941, 0.031113, 8.1489, 1.6292, 0.011767, 0.721, 0.006453, 0.079672, 0.0017291, 0.033543, 0.029399, 5.8688, 8.8643, 0.017861, 2.3202, 3.6765e-05, 5.201, 0.28945, 9.0439e-06, 0.019698
60, 2.25, 0.31691, 0.0842, 0.08204, 1.5132, 0.67396, 1.8658, 0.97908, 0.99561, 0.14068, 0.28875, 6.1555, 7.7247, 0.7734, 2.3131, 0.00476, 2.4868, 0.76604, 0.00206, 0.16457, 1.358, 0.96587, 0.99071, 0.37197, 0.51558, 3.8957, 4.0437, 0.68964, 2.6025, 0.0087509, 4.311, 0.82325, 0.0028441, 0.31097, 1.3579, 0.77102, 0.97794, 0.37195, 0.51547, 3.8953, 4.043, 0.68951, 1.5377, 0.0056354, 3.7875, 0.6483, 0.00017044, 0.23337, 1.358, 1.1607, 1.0035, 0.372, 0.51568, 3.8962, 4.0443, 0.68976, 3.6673, 0.011866, 4.8345, 0.99821, 0.0055178, 0.38856, 9.718e-10, 0.014034, 6.0315e-05, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 0.41903, 3.5877e-06, 0.10129, 0.011314, 2.6422e-06, 0.0022255, 1.1045, -0.071286, 0.9396, 0.070723, 0.22048, 0.68193, -0.41172, 0.44581, 0.824, -0.014429, -1.3106, -0.91518, -0.010017, 0.12741, 1.6114, 2.003, 1.0418, 0.67322, 0.81067, 7.1096, 8.4991, 0.93346, 4.381, 0.03193, 9.9327, 2.5617, 0.015706, 0.49452, 0.023743, 0.39759, 0.00096569, 0.033543, 0.032186, 3.8176, 7.337, 0.021974, 1.1691, 0.00019859, 11.681, 1.117, 6.1141e-05, 0.012453
61, 1.5, 0.28878, 0, 0, 2, 2.3035, 0.8117, 0.23761, 0.90312, 0.21931, 0.71339, 0.43093, 2.2738, 0.32885, 1.0322, 0.00746, 4.1012, 0.2663, 0.00267, 0.77289, 1.3472, 0.6391, 0.96732, 0.35682, 0.45745, 0.72169, 0.050466, 0.51666, 4.7734, 0.0081924, 3.205, 0.77664, 0.0022202, 0.47848, 1.3472, 0.163, 0.94892, 0.35679, 0.45735, 0.72121, 0.049791, 0.51653, 2.8098, 0.00021893, 2.585, 0.57303, -0.0026753, 0.32964, 1.3473, 1.1152, 0.98572, 0.35685, 0.45756, 0.72218, 0.05114, 0.51678, 6.7369, 0.016166, 3.825, 0.98025, 0.0071157, 0.62733, 9.718e-10, 0.083781, 0.00012514, 2.5427e-10, 3.9944e-09, 8.6384e-08, 1.6824e-07, 5.6732e-09, 1.425, 2.3499e-05, 0.14209, 0.015323, 8.858e-06, 0.0081887, 0.71608, 0.090117, 0.91567, 0.055571, 0.17542, -3.2634, -3.693, 0.15054, 1.9419, -0.0041057, -1.2243, -0.016137, -0.0065559, 0.21591, 1.9784, 1.1881, 1.019, 0.65807, 0.73949, 4.7067, 3.7939, 0.88277, 7.6048, 0.020491, 7.6344, 1.5694, 0.010996, 0.74106, 0.14723, 0.11139, 0.00098626, 0.033543, 0.0294, 5.8696, 5.1796, 0.049543, 2.9632, 5.5901e-05, 7.2515, 0.2323, 2.8467e-05, 0.025483
