,id,name,type,testcf,pd,ft,axl,w,d,l,fpc,fyl,fsul,fyt,fsut,dlb,dlb_c,nlb,cc_per,nib_per,cc_par,nib_par,nsl,dtb_rcs,s_rcs,ar,lrr,srr,alr,sdr,smr
239,240,"Pujol 2002, No. 10-2-2.25S",Rectangular,Double Cantilever,Shear provided,0,133.0,152.4,304.8,685.8,34.9,453.0,642.6,410.9,526.8,19.0,19.0,4.0,25.4,0.0,28.6,0.0,2.0,6.3,57.2,0.4444444444444445,0.31690560464065226,0.08420360677254085,0.08204011950844659,0.6608391608391607,0.490591199448004
240,241,"Pujol 2002, No. 10-1-2.25N",Rectangular,Double Cantilever,Shear provided,0,133.0,152.4,304.8,685.8,36.5,453.0,642.6,410.9,526.8,19.0,19.0,4.0,25.4,0.0,28.6,0.0,2.0,6.3,57.2,0.4444444444444445,0.30301385210845927,0.08051248976333358,0.07844384029711741,0.6608391608391607,0.48891575261680137
241,242,"Pujol 2002, No. 10-1-2.25S",Rectangular,Double Cantilever,Shear provided,0,133.0,152.4,304.8,685.8,36.5,453.0,642.6,410.9,526.8,19.0,19.0,4.0,25.4,0.0,28.6,0.0,2.0,6.3,57.2,0.4444444444444445,0.30301385210845927,0.08051248976333358,0.07844384029711741,0.6608391608391607,0.48891575261680137
242,243,"Bechtoula, Kono, Arai and Watanabe, 2002, D1N30",Rectangular,Cantilever,Shear provided,0,705.0,250.0,250.0,625.0,37.6,461.0,634.3,485.0,606.1,12.7,12.7,12.0,18.5,2.0,18.5,2.0,4.0,4.0,40.0,0.4,0.29820274195397417,0.06483712497834253,0.3,0.6,0.7174106855155995
243,244,"Bechtoula, Kono, Arai and Watanabe, 2002, D1N60",Rectangular,Cantilever,Shear provided,0,1410.0,250.0,250.0,625.0,37.6,461.0,634.3,485.0,606.1,12.7,12.7,12.0,18.5,2.0,18.5,2.0,4.0,4.0,40.0,0.4,0.29820274195397417,0.06483712497834253,0.6,0.6,0.7480269765453699
244,245,"Bechtoula, Kono, Arai and Watanabe, 2002, L1D60",Rectangular,Cantilever,Shear provided,0,8000.0,600.0,600.0,1200.0,39.2,388.0,588.0,524.0,673.0,25.4,25.4,12.0,44.5,2.0,44.5,2.0,4.0,12.7,100.0,0.5,0.16717899820563695,0.11288891115947654,0.5668934240362811,0.7619999999999999,0.5468752274422612
245,246,"Bechtoula, Kono, Arai and Watanabe, 2002, L1N60",Rectangular,Cantilever,Shear provided,0,8000.0,600.0,600.0,1200.0,39.2,388.0,588.0,524.0,673.0,25.4,25.4,12.0,44.5,2.0,44.5,2.0,4.0,12.7,100.0,0.5,0.16717899820563695,0.11288891115947654,0.5668934240362811,0.7619999999999999,0.5468752274422612
246,247,"Bechtoula, Kono, Arai and Watanabe, 2002, L1N6B",Rectangular,Cantilever,Shear provided,0,6000.0,560.0,560.0,1200.0,32.2,388.0,588.0,524.0,673.0,25.4,25.4,12.0,24.5,2.0,24.5,2.0,4.0,12.7,100.0,0.4666666666666667,0.23363524593955481,0.14724640586018675,0.594181772087717,0.7619999999999999,0.4691576921619353
247,248,"Takemura and Kawashima, 1997, Test 1 (JSCE-4)",Rectangular,Cantilever,Feff provided,0,157.0,400.0,400.0,1245.0,35.9,363.0,0.0,368.0,0.0,12.7,12.7,20.0,27.5,4.0,27.5,4.0,2.0,6.0,70.0,0.321285140562249,0.16011038902541058,0.020702257995800628,0.027332869080779944,0.5142857142857142,0.47716682024747464
248,249,"Takemura and Kawashima, 1997, Test 2 (JSCE-5)",Rectangular,Cantilever,Feff provided,0,157.0,400.0,400.0,1245.0,35.7,363.0,0.0,368.0,0.0,12.7,12.7,20.0,27.5,4.0,27.5,4.0,2.0,6.0,70.0,0.321285140562249,0.16100736599474058,0.020818237032191666,0.027485994397759103,0.5142857142857142,0.47770610500672966
249,250,"Takemura and Kawashima, 1997, Test 3 (JSCE-6)",Rectangular,Cantilever,Feff provided,0,157.0,400.0,400.0,1245.0,34.3,363.0,0.0,368.0,0.0,12.7,12.7,20.0,27.5,4.0,27.5,4.0,2.0,6.0,70.0,0.321285140562249,0.16757909521901573,0.02166796099268929,0.02860787172011662,0.5142857142857142,0.4815557928239079
250,251,"Takemura and Kawashima, 1997, Test 4 (JSCE-7)",Rectangular,Cantilever,Feff provided,0,157.0,400.0,400.0,1245.0,33.2,363.0,0.0,368.0,0.0,12.7,12.7,20.0,27.5,4.0,27.5,4.0,2.0,6.0,70.0,0.321285140562249,0.17313141463892287,0.02238587536292899,0.029555722891566265,0.5142857142857142,0.48467618966270515
251,252,"Takemura and Kawashima, 1997, Test 5 (JSCE-8)",Rectangular,Cantilever,Feff provided,0,157.0,400.0,400.0,1245.0,36.8,363.0,0.0,368.0,0.0,12.7,12.7,20.0,27.5,4.0,27.5,4.0,2.0,6.0,70.0,0.321285140562249,0.15619464581554998,0.020195952773077244,0.026664402173913044,0.5142857142857142,0.4747718151224105
252,253,"Takemura and Kawashima, 1997, Test 6 (JSCE-9)",Rectangular,Cantilever,Feff provided,0,157.0,400.0,400.0,1245.0,35.9,363.0,0.0,368.0,0.0,12.7,12.7,20.0,27.5,4.0,27.5,4.0,2.0,6.0,70.0,0.321285140562249,0.16011038902541058,0.020702257995800628,0.027332869080779944,0.5142857142857142,0.47716682024747464
